EAC,GI,TM,the_date,hour
5.817,287.1,37.9,2019-07-05,15
2.987,143.833333333333,35.7333333333333,2019-07-05,16
1.321,66.8166666666667,33.0,2019-07-05,17
0.176000000000002,10.4833333333333,30.0666666666667,2019-07-05,18
0.084,6.61666666666667,27.4333333333333,2019-07-06,5
1.556,78.7833333333333,29.9666666666667,2019-07-06,6
2.639,130.25,33.35,2019-07-06,7
3.307,161.716666666667,35.4333333333333,2019-07-06,8
3.69,174.35,35.7166666666667,2019-07-06,9
2.329,106.383333333333,31.8166666666667,2019-07-06,10
1.551,74.2666666666667,31.9833333333333,2019-07-06,11
2.793,130.316666666667,33.5166666666667,2019-07-06,12
4.474,210.5,34.9833333333333,2019-07-06,13
8.261,433.216666666667,41.2833333333333,2019-07-06,14
4.226,206.666666666667,35.7166666666667,2019-07-06,15
3.149,156.266666666667,34.75,2019-07-06,16
0.789000000000001,43.6333333333333,31.8166666666667,2019-07-06,17
0.191000000000003,11.9333333333333,30.0166666666667,2019-07-06,18
0.179,12.0833333333333,26.2166666666667,2019-07-07,5
2.077,110.266666666667,30.5666666666667,2019-07-07,6
3.796,187.15,35.3666666666667,2019-07-07,7
8.824,481.133333333333,42.7166666666667,2019-07-07,8
12.281,725.633333333333,46.1333333333333,2019-07-07,9
7.614,410.216666666667,40.6333333333333,2019-07-07,10
14.113,899.0,49.9666666666667,2019-07-07,11
13.956,884.3,48.7833333333333,2019-07-07,12
12.266,735.983333333333,47.0666666666667,2019-07-07,13
10.198,573.516666666667,43.5166666666667,2019-07-07,14
6.77500000000001,348.266666666667,39.6,2019-07-07,15
4.57299999999999,226.383333333333,37.0166666666667,2019-07-07,16
2.574,129.716666666667,35.05,2019-07-07,17
0.494,27.6,32.25,2019-07-07,18
0.205,12.9,28.1,2019-07-08,5
2.21,124.516666666667,32.0666666666667,2019-07-08,6
5.792,291.466666666667,39.0833333333333,2019-07-08,7
9.351,499.016666666667,43.5,2019-07-08,8
9.632,531.95,42.5166666666667,2019-07-08,9
8.142,426.316666666667,40.7833333333333,2019-07-08,10
13.066,819.45,48.2166666666667,2019-07-08,11
12.832,800.966666666667,50.0666666666667,2019-07-08,12
9.10899999999999,524.966666666667,44.7166666666667,2019-07-08,13
7.777,428.666666666667,42.0166666666667,2019-07-08,14
5.54100000000001,286.25,39.4833333333333,2019-07-08,15
4.57899999999999,229.5,38.8333333333333,2019-07-08,16
1.55799999999999,80.3833333333333,34.6333333333333,2019-07-08,17
0.216999999999999,12.7,31.4666666666667,2019-07-08,18
0.186,12.2,28.2166666666667,2019-07-09,5
0.487,27.4333333333333,29.8,2019-07-09,6
1.172,53.7833333333333,27.8666666666667,2019-07-09,7
1.87,84.55,28.4166666666667,2019-07-09,8
6.938,348.366666666667,37.5333333333333,2019-07-09,9
6.676,346.75,39.15,2019-07-09,10
9.729,546.733333333333,45.6833333333333,2019-07-09,11
7.686,419.766666666667,42.9666666666667,2019-07-09,12
9.297,525.833333333333,46.8833333333333,2019-07-09,13
6.945,359.766666666667,41.4666666666667,2019-07-09,14
9.171,491.283333333333,44.5833333333333,2019-07-09,15
4.958,251.116666666667,39.3833333333333,2019-07-09,16
1.97199999999999,100.75,35.1166666666667,2019-07-09,17
0.186000000000007,11.4,31.5333333333333,2019-07-09,18
0.186,12.6,27.4,2019-07-10,5
1.091,60.0666666666667,29.6833333333333,2019-07-10,6
4.117,209.25,33.85,2019-07-10,7
10.189,557.216666666667,45.0333333333333,2019-07-10,8
9.191,517.733333333333,42.9833333333333,2019-07-10,9
11.159,664.316666666667,48.1,2019-07-10,10
5.326,275.833333333333,39.1,2019-07-10,11
5.256,283.216666666667,35.6166666666667,2019-07-10,12
3.749,170.45,31.4833333333333,2019-07-10,13
5.947,294.116666666667,37.75,2019-07-10,14
5.283,264.05,38.4166666666667,2019-07-10,15
3.153,155.0,35.1,2019-07-10,16
1.03,54.6166666666667,32.1833333333333,2019-07-10,17
0.606,33.4916666666667,29.2333333333333,2019-07-10,18
0.182,12.3666666666667,26.2833333333333,2019-07-11,5
1.133,61.1,29.5,2019-07-11,6
2.783,139.15,33.5333333333333,2019-07-11,7
1.593,73.55,27.75,2019-07-11,8
6.679,333.683333333333,34.4,2019-07-11,9
10.308,603.65,48.4166666666667,2019-07-11,10
9.01,520.75,42.45,2019-07-11,11
6.82,337.9,35.0666666666667,2019-07-11,12
7.102,362.333333333333,38.9833333333333,2019-07-11,13
9.117,494.083333333333,45.4,2019-07-11,14
4.122,198.966666666667,37.7333333333333,2019-07-11,15
2.775,134.833333333333,35.5833333333333,2019-07-11,16
1.09200000000001,60.1333333333333,32.8333333333333,2019-07-11,17
0.187000000000005,11.4833333333333,30.0666666666667,2019-07-11,18
0.165,11.0333333333333,26.25,2019-07-12,5
1.745,93.3333333333333,30.0666666666667,2019-07-12,6
4.823,248.883333333333,36.8166666666667,2019-07-12,7
9.026,480.933333333333,44.3166666666667,2019-07-12,8
11.43,664.583333333333,47.1833333333333,2019-07-12,9
12.388,776.483333333333,47.5333333333333,2019-07-12,10
12.483,792.416666666667,50.9833333333333,2019-07-12,11
13.17,846.966666666667,49.85,2019-07-12,12
11.327,688.7,47.1333333333333,2019-07-12,13
7.51600000000001,410.766666666667,41.2,2019-07-12,14
3.92399999999999,190.9,36.2,2019-07-12,15
2.262,108.416666666667,34.2166666666667,2019-07-12,16
1.94800000000001,93.35,34.2166666666667,2019-07-12,17
0.634,31.95,32.65,2019-07-12,18
0.148,10.6333333333333,26.6333333333333,2019-07-13,5
1.653,101.483333333333,30.7,2019-07-13,6
5.141,269.0,38.1166666666667,2019-07-13,7
7.043,368.966666666667,42.5666666666667,2019-07-13,8
8.868,483.916666666667,43.4833333333333,2019-07-13,9
10.078,587.9,43.7166666666667,2019-07-13,10
13.55,886.75,51.05,2019-07-13,11
13.349,835.916666666667,48.2166666666667,2019-07-13,12
12.65,772.25,46.75,2019-07-13,13
10.648,606.7,43.6,2019-07-13,14
8.743,475.65,42.4333333333333,2019-07-13,15
5.056,259.35,38.2,2019-07-13,16
1.486,82.1333333333333,34.5166666666667,2019-07-13,17
0.123000000000005,7.95,31.3666666666667,2019-07-13,18
0.138,9.81666666666667,27.45,2019-07-14,5
1.549,86.7166666666667,29.9333333333333,2019-07-14,6
5.085,263.45,37.0333333333333,2019-07-14,7
8.707,465.833333333333,44.0333333333333,2019-07-14,8
11.009,647.316666666667,45.0,2019-07-14,9
12.179,763.433333333333,48.1666666666667,2019-07-14,10
8.07,470.65,42.1166666666667,2019-07-14,11
8.541,501.783333333333,40.8166666666667,2019-07-14,12
10.259,624.566666666667,44.75,2019-07-14,13
10.279,594.183333333333,44.45,2019-07-14,14
7.727,417.95,42.75,2019-07-14,15
5.14,261.866666666667,39.4333333333333,2019-07-14,16
2.265,118.566666666667,35.85,2019-07-14,17
0.165000000000006,10.1166666666667,31.7166666666667,2019-07-14,18
0.073,6.01666666666667,27.05,2019-07-15,5
1.783,104.4,30.9166666666667,2019-07-15,6
4.97,262.2,37.8666666666667,2019-07-15,7
7.404,396.2,42.8166666666667,2019-07-15,8
9.879,568.666666666667,50.6833333333333,2019-07-15,9
11.364,701.883333333333,49.8166666666667,2019-07-15,10
11.293,738.366666666667,54.6333333333333,2019-07-15,11
10.855,697.833333333333,55.0333333333333,2019-07-15,12
10.515,625.55,47.0333333333333,2019-07-15,13
9.22799999999999,510.666666666667,42.9666666666667,2019-07-15,14
8.271,448.266666666667,44.4333333333333,2019-07-15,15
4.82900000000001,250.75,41.3,2019-07-15,16
1.807,95.8166666666667,36.5166666666667,2019-07-15,17
0.364999999999995,20.3666666666667,32.95,2019-07-15,18
0.12,8.16666666666667,28.2166666666667,2019-07-16,5
1.751,90.3666666666667,31.1333333333333,2019-07-16,6
3.314,168.3,34.4166666666667,2019-07-16,7
7.578,408.016666666667,40.85,2019-07-16,8
8.838,502.716666666667,46.9166666666667,2019-07-16,9
8.405,485.383333333333,44.75,2019-07-16,10
7.012,378.65,40.3166666666667,2019-07-16,11
5.472,281.283333333333,37.8166666666667,2019-07-16,12
9.904,569.966666666667,43.6,2019-07-16,13
10.558,612.25,45.2333333333333,2019-07-16,14
7.279,387.6,42.2166666666667,2019-07-16,15
4.544,233.033333333333,38.45,2019-07-16,16
2.142,111.066666666667,35.9666666666667,2019-07-16,17
0.390000000000001,21.6166666666667,32.5666666666667,2019-07-16,18
0.078,6.56666666666667,28.2166666666667,2019-07-17,5
1.58,82.2,31.1166666666667,2019-07-17,6
4.754,248.483333333333,37.8,2019-07-17,7
7.193,388.0,42.6666666666667,2019-07-17,8
9.512,546.533333333333,45.6666666666667,2019-07-17,9
9.006,523.9,46.8833333333333,2019-07-17,10
10.073,621.1,51.2,2019-07-17,11
9.155,532.966666666667,48.4666666666667,2019-07-17,12
10.206,621.083333333333,50.6666666666667,2019-07-17,13
10.115,593.533333333333,50.7666666666667,2019-07-17,14
7.788,424.783333333333,48.1333333333333,2019-07-17,15
4.425,231.433333333333,43.4333333333333,2019-07-17,16
1.703,90.9,38.3833333333333,2019-07-17,17
0.257999999999996,15.7666666666667,34.9,2019-07-17,18
0.0,0.75,30.0,2019-07-18,5
0.621,36.0666666666667,30.7833333333333,2019-07-18,6
2.004,104.8,33.2833333333333,2019-07-18,7
5.665,299.183333333333,38.6666666666667,2019-07-18,8
7.976,444.316666666667,44.2,2019-07-18,9
7.046,390.9,44.6333333333333,2019-07-18,10
5.172,262.8,41.6833333333333,2019-07-18,11
6.192,325.566666666667,42.55,2019-07-18,12
4.927,254.533333333333,44.0666666666667,2019-07-18,13
3.056,151.9,38.4833333333333,2019-07-18,14
0.353000000000002,21.0333333333333,27.8166666666667,2019-07-18,15
0.340000000000003,19.8,27.0,2019-07-18,16
0.103999999999999,7.15,26.7333333333333,2019-07-18,17
0.13799999999999948,8.766666666666652,26.258333333333297,2019-07-18,18
0.172,10.3833333333333,25.7833333333333,2019-07-19,5
1.979,103.0,29.0166666666667,2019-07-19,6
6.102,311.0,38.35,2019-07-19,7
6.427,327.383333333333,40.9166666666667,2019-07-19,8
5.879,292.383333333333,38.3333333333333,2019-07-19,9
6.644,342.983333333333,41.4,2019-07-19,10
6.878,354.2,40.3333333333333,2019-07-19,11
7.989,422.35,40.85,2019-07-19,12
6.136,315.916666666667,38.8333333333333,2019-07-19,13
6.507,342.0,40.65,2019-07-19,14
5.033,254.633333333333,40.3,2019-07-19,15
3.352,168.683333333333,38.0833333333333,2019-07-19,16
0.953000000000003,50.1,33.8333333333333,2019-07-19,17
0.0600000000000023,4.66666666666667,31.3833333333333,2019-07-19,18
0.0,0.383333333333333,25.6166666666667,2019-07-20,5
0.578,28.9666666666667,26.9666666666667,2019-07-20,6
2.681,130.566666666667,31.85,2019-07-20,7
4.168,209.9,36.2166666666667,2019-07-20,8
6.696,351.883333333333,42.35,2019-07-20,9
4.291,206.0,36.5166666666667,2019-07-20,10
4.084,194.016666666667,34.1833333333333,2019-07-20,11
5.655,283.5,34.6833333333333,2019-07-20,12
9.449,521.7,40.3666666666667,2019-07-20,13
7.42899999999999,385.516666666667,38.4,2019-07-20,14
6.087,315.133333333333,38.1333333333333,2019-07-20,15
4.182,210.666666666667,35.5666666666667,2019-07-20,16
1.877,101.25,33.0,2019-07-20,17
0.175000000000004,12.25,29.2833333333333,2019-07-20,18
0.067,5.88333333333333,25.9,2019-07-21,5
0.818,46.8833333333333,28.65,2019-07-21,6
1.693,85.85,31.8166666666667,2019-07-21,7
2.617,128.783333333333,33.9666666666667,2019-07-21,8
4.668,231.533333333333,36.0166666666667,2019-07-21,9
7.722,418.633333333333,43.8,2019-07-21,10
6.814,339.05,37.2333333333333,2019-07-21,11
12.098,731.516666666667,47.9833333333333,2019-07-21,12
11.117,671.283333333333,49.7,2019-07-21,13
9.794,547.15,44.1,2019-07-21,14
8.88100000000001,460.733333333333,40.3666666666667,2019-07-21,15
5.26899999999999,265.716666666667,36.6166666666667,2019-07-21,16
1.867,99.6166666666667,34.0,2019-07-21,17
0.216000000000008,12.8833333333333,30.6333333333333,2019-07-21,18
0.0,1.35,27.0,2019-07-22,5
0.715,39.4166666666667,28.45,2019-07-22,6
1.992,100.3,31.6833333333333,2019-07-22,7
3.827,190.316666666667,35.8333333333333,2019-07-22,8
10.062,586.0,45.1833333333333,2019-07-22,9
9.864,576.083333333333,50.4833333333333,2019-07-22,10
8.309,482.883333333333,43.45,2019-07-22,11
10.955,625.3,42.0333333333333,2019-07-22,12
11.84,730.366666666667,46.8166666666667,2019-07-22,13
3.639,172.75,34.75,2019-07-22,14
4.297,205.833333333333,36.4833333333333,2019-07-22,15
2.246,108.633333333333,33.45,2019-07-22,16
1.78099999999999,89.6333333333333,32.9333333333333,2019-07-22,17
0.285000000000011,15.5333333333333,29.6333333333333,2019-07-22,18
0.053,5.25,25.5833333333333,2019-07-23,5
1.371,93.2,29.8833333333333,2019-07-23,6
5.284,275.483333333333,38.3833333333333,2019-07-23,7
8.93,483.016666666667,45.9666666666667,2019-07-23,8
11.371,681.233333333333,51.1166666666667,2019-07-23,9
12.836,831.75,55.4333333333333,2019-07-23,10
9.923,625.15,51.4833333333333,2019-07-23,11
11.809,760.533333333333,49.8,2019-07-23,12
6.45000000000001,351.916666666667,40.2833333333333,2019-07-23,13
3.93000000000001,216.983333333333,35.3166666666667,2019-07-23,14
1.026,47.1166666666667,28.65,2019-07-23,15
2.20099999999999,103.483333333333,32.1,2019-07-23,16
1.036,52.5833333333333,31.0333333333333,2019-07-23,17
0.206000000000003,12.1166666666667,29.15,2019-07-23,18
0.073,6.03333333333333,25.2833333333333,2019-07-24,5
1.461,95.3166666666667,29.2833333333333,2019-07-24,6
5.075,276.55,37.4833333333333,2019-07-24,7
8.914,477.866666666667,43.7166666666667,2019-07-24,8
11.53,687.416666666667,49.6,2019-07-24,9
10.926,681.95,50.3833333333333,2019-07-24,10
12.322,805.283333333333,54.0166666666667,2019-07-24,11
9.197,550.966666666667,43.1,2019-07-24,12
7.936,464.25,41.7,2019-07-24,13
7.60299999999999,410.0,40.2333333333333,2019-07-24,14
2.82299999999999,146.733333333333,35.0833333333333,2019-07-24,15
2.25399999999999,111.783333333333,33.8166666666667,2019-07-24,16
3.413,167.75,36.2666666666667,2019-07-24,17
0.322000000000003,17.2833333333333,31.6833333333333,2019-07-24,18
0.08,6.16666666666667,26.1166666666667,2019-07-25,5
0.988,55.3166666666667,28.1833333333333,2019-07-25,6
4.132,212.1,35.1833333333333,2019-07-25,7
7.292,380.75,40.7,2019-07-25,8
10.484,612.233333333333,47.2,2019-07-25,9
9.762,617.3,47.5166666666667,2019-07-25,10
11.898,747.15,48.6333333333333,2019-07-25,11
10.497,622.216666666667,45.7,2019-07-25,12
12.069,733.8,47.3833333333333,2019-07-25,13
11.087,654.5,46.7333333333333,2019-07-25,14
7.476,394.3,42.1166666666667,2019-07-25,15
3.964,201.4,37.1666666666667,2019-07-25,16
1.931,99.5166666666667,34.8166666666667,2019-07-25,17
0.325000000000003,18.1833333333333,32.0333333333333,2019-07-25,18
0.126,8.58333333333333,27.2666666666667,2019-07-26,5
1.575,85.8333333333333,30.6333333333333,2019-07-26,6
4.786,253.1,37.4833333333333,2019-07-26,7
8.816,476.933333333333,43.65,2019-07-26,8
11.546,707.383333333333,49.7,2019-07-26,9
12.983,839.033333333333,52.25,2019-07-26,10
11.812,780.233333333333,55.05,2019-07-26,11
11.46,747.166666666667,51.4,2019-07-26,12
8.301,477.9,45.2166666666667,2019-07-26,13
10.921,644.45,45.9166666666667,2019-07-26,14
8.661,462.816666666667,42.7333333333333,2019-07-26,15
5.956,301.95,39.7666666666667,2019-07-26,16
1.25700000000001,62.8666666666667,34.7333333333333,2019-07-26,17
0.0430000000000064,2.36666666666667,31.7333333333333,2019-07-26,18
0.112,8.06666666666667,27.2,2019-07-27,5
1.636,93.6666666666667,30.3166666666667,2019-07-27,6
4.968,265.95,38.85,2019-07-27,7
7.653,405.916666666667,41.7666666666667,2019-07-27,8
8.971,519.383333333333,46.2333333333333,2019-07-27,9
11.846,744.283333333333,49.1666666666667,2019-07-27,10
12.307,801.416666666667,51.05,2019-07-27,11
10.501,669.25,49.0666666666667,2019-07-27,12
10.372,638.633333333333,46.2,2019-07-27,13
4.51600000000001,261.066666666667,37.0333333333333,2019-07-27,14
0.652999999999992,34.3833333333333,28.9,2019-07-27,15
0.89800000000001,40.8166666666667,29.2166666666667,2019-07-27,16
0.234999999999999,11.9333333333333,28.9833333333333,2019-07-27,17
0.00999999999999091,0.283333333333333,27.8833333333333,2019-07-27,18
0.005,2.43333333333333,24.7666666666667,2019-07-28,5
1.194,67.7166666666667,27.6,2019-07-28,6
6.0,315.366666666667,37.7333333333333,2019-07-28,7
8.448,449.366666666667,43.8833333333333,2019-07-28,8
9.55,548.55,47.5,2019-07-28,9
12.627,828.15,56.2666666666667,2019-07-28,10
8.254,527.783333333333,47.4166666666667,2019-07-28,11
9.098,514.45,41.7666666666667,2019-07-28,12
8.864,500.433333333333,46.25,2019-07-28,13
10.226,584.683333333333,47.9333333333333,2019-07-28,14
4.80800000000001,243.883333333333,39.9666666666667,2019-07-28,15
0.608000000000004,31.9333333333333,31.5166666666667,2019-07-28,16
0.070999999999998,5.36666666666667,27.2333333333333,2019-07-28,17
0.063,5.2,24.6333333333333,2019-07-29,5
1.499,94.25,27.65,2019-07-29,6
5.169,280.75,36.8166666666667,2019-07-29,7
9.283,497.216666666667,43.7833333333333,2019-07-29,8
11.642,682.35,47.9333333333333,2019-07-29,9
12.95,832.733333333333,54.0833333333333,2019-07-29,10
12.124,779.133333333333,53.2666666666667,2019-07-29,11
12.855,827.116666666667,50.7833333333333,2019-07-29,12
12.317,761.85,50.5166666666667,2019-07-29,13
11.226,652.183333333333,47.3166666666667,2019-07-29,14
8.367,447.516666666667,45.6,2019-07-29,15
4.83499999999999,250.083333333333,39.85,2019-07-29,16
1.58500000000001,90.15,35.4,2019-07-29,17
0.212999999999994,13.2,32.15,2019-07-29,18
0.073,5.48333333333333,26.2333333333333,2019-07-30,5
1.605,87.8833333333333,29.5,2019-07-30,6
4.601,246.183333333333,36.75,2019-07-30,7
8.924,482.633333333333,44.7833333333333,2019-07-30,8
11.381,682.2,51.55,2019-07-30,9
13.041,842.383333333333,55.3,2019-07-30,10
12.193,793.883333333333,53.4833333333333,2019-07-30,11
4.904,262.866666666667,43.7833333333333,2019-07-30,12
6.463,347.366666666667,41.95,2019-07-30,13
10.839,619.016666666667,46.0,2019-07-30,14
7.601,406.6,43.0666666666667,2019-07-30,15
2.16600000000001,112.433333333333,35.1833333333333,2019-07-30,16
1.774,95.6166666666667,34.8666666666667,2019-07-30,17
0.191000000000003,11.75,32.3166666666667,2019-07-30,18
0.118,7.66666666666667,27.1,2019-07-31,5
2.035,107.483333333333,31.1,2019-07-31,6
4.904,261.883333333333,37.65,2019-07-31,7
7.595,408.3,43.6333333333333,2019-07-31,8
10.877,651.2,52.75,2019-07-31,9
9.578,575.183333333333,46.8,2019-07-31,10
8.39,503.983333333333,47.4833333333333,2019-07-31,11
7.696,446.166666666667,44.55,2019-07-31,12
10.204,611.0,47.1166666666667,2019-07-31,13
11.34,673.266666666667,48.35,2019-07-31,14
9.292,508.116666666667,44.7833333333333,2019-07-31,15
2.01499999999999,94.3,33.0,2019-07-31,16
1.17100000000001,50.8833333333333,29.5666666666667,2019-07-31,17
0.143000000000001,7.5,28.3166666666667,2019-07-31,18
0.229,13.6333333333333,28.05,2019-08-01,5
2.145,110.983333333333,32.0,2019-08-01,6
4.925,253.066666666667,39.2166666666667,2019-08-01,7
5.244,262.933333333333,39.9666666666667,2019-08-01,8
6.212,317.683333333333,41.45,2019-08-01,9
5.755,292.283333333333,39.4333333333333,2019-08-01,10
6.202,319.55,40.7,2019-08-01,11
7.017,358.65,41.1,2019-08-01,12
9.125,492.233333333333,43.4166666666667,2019-08-01,13
7.697,404.55,41.5333333333333,2019-08-01,14
3.564,173.916666666667,35.3166666666667,2019-08-01,15
1.813,90.14166666666684,30.15833333333335,2019-08-01,16
0.062,6.36666666666667,25.0,2019-08-01,17
0.16,11.033333333333335,25.175,2019-08-01,18
0.258,15.7,25.35,2019-08-02,5
1.8,93.2,29.2833333333333,2019-08-02,6
3.847,191.666666666667,33.5166666666667,2019-08-02,7
6.361,327.566666666667,38.6,2019-08-02,8
8.695,475.983333333333,44.8666666666667,2019-08-02,9
7.518,399.016666666667,42.7,2019-08-02,10
5.596,283.166666666667,36.35,2019-08-02,11
6.613,325.133333333333,35.4666666666667,2019-08-02,12
10.339,585.15,42.35,2019-08-02,13
6.002,334.1,39.7666666666667,2019-08-02,14
1.203,56.4,28.0333333333333,2019-08-02,15
0.509,27.4333333333333,26.7833333333333,2019-08-02,16
0.473999999999997,25.0,25.6333333333333,2019-08-02,17
0.125,7.5,25.6166666666667,2019-08-02,18
0.079,6.25,24.0,2019-08-03,5
0.992,60.0166666666667,26.95,2019-08-03,6
4.849,246.3,33.85,2019-08-03,7
7.667,405.466666666667,42.7333333333333,2019-08-03,8
10.319,600.316666666667,47.4,2019-08-03,9
12.82,831.95,56.05,2019-08-03,10
9.645,588.516666666667,51.6833333333333,2019-08-03,11
7.404,399.716666666667,42.3333333333333,2019-08-03,12
8.253,463.05,44.0,2019-08-03,13
10.619,612.516666666667,47.0,2019-08-03,14
7.437,395.516666666667,42.3666666666667,2019-08-03,15
5.745,294.25,39.5833333333333,2019-08-03,16
3.383,168.133333333333,36.2333333333333,2019-08-03,17
0.619,31.5166666666667,32.5166666666667,2019-08-03,18
0.023,2.98333333333333,27.2,2019-08-04,5
0.931,51.25,29.4166666666667,2019-08-04,6
4.895,258.0,36.5833333333333,2019-08-04,7
8.048,429.316666666667,42.7,2019-08-04,8
10.846,637.783333333333,48.65,2019-08-04,9
11.814,752.8,51.3333333333333,2019-08-04,10
10.429,647.733333333333,49.8,2019-08-04,11
11.407,737.533333333333,53.6666666666667,2019-08-04,12
8.48099999999999,478.45,43.0,2019-08-04,13
9.932,576.416666666667,47.0666666666667,2019-08-04,14
8.95699999999999,486.483333333333,44.2,2019-08-04,15
6.526,332.266666666667,40.7833333333333,2019-08-04,16
2.99900000000001,147.016666666667,36.7333333333333,2019-08-04,17
0.342999999999989,18.0333333333333,32.3,2019-08-04,18
0.012,2.16666666666667,28.5166666666667,2019-08-05,5
0.907,49.7333333333333,30.05,2019-08-05,6
2.505,127.133333333333,33.3166666666667,2019-08-05,7
5.376,282.25,38.7833333333333,2019-08-05,8
6.321,335.716666666667,41.7,2019-08-05,9
4.4,230.416666666667,40.5333333333333,2019-08-05,10
4.422,220.216666666667,38.1333333333333,2019-08-05,11
9.652,569.05,49.85,2019-08-05,12
9.134,541.366666666667,48.9333333333333,2019-08-05,13
8.311,457.0,44.25,2019-08-05,14
6.274,326.6,41.1,2019-08-05,15
2.344,119.666666666667,36.35,2019-08-05,16
0.696999999999996,36.3166666666667,33.3333333333333,2019-08-05,17
0.318000000000005,17.0,31.9,2019-08-05,18
0.049,4.18333333333333,28.0333333333333,2019-08-06,5
1.188,64.9333333333333,30.1333333333333,2019-08-06,6
3.466,179.833333333333,35.45,2019-08-06,7
8.422,459.966666666667,45.1333333333333,2019-08-06,8
8.198,468.316666666667,45.2833333333333,2019-08-06,9
10.277,641.116666666667,52.6833333333333,2019-08-06,10
6.455,340.166666666667,44.25,2019-08-06,11
7.423,412.716666666667,44.1833333333333,2019-08-06,12
4.973,255.45,37.9833333333333,2019-08-06,13
10.335,580.416666666667,43.7666666666667,2019-08-06,14
7.00700000000001,367.366666666667,41.4833333333333,2019-08-06,15
2.44,123.716666666667,35.7,2019-08-06,16
1.50399999999999,77.75,34.75,2019-08-06,17
0.224000000000004,13.3,32.2666666666667,2019-08-06,18
0.088,6.03333333333333,27.0,2019-08-07,5
1.495,85.15,29.7333333333333,2019-08-07,6
4.241,228.883333333333,35.1333333333333,2019-08-07,7
7.531,405.483333333333,39.9333333333333,2019-08-07,8
9.037,523.283333333333,46.15,2019-08-07,9
9.473,574.2,49.4833333333333,2019-08-07,10
7.255,409.716666666667,42.9333333333333,2019-08-07,11
6.708,357.916666666667,42.15,2019-08-07,12
11.209,683.9,52.0,2019-08-07,13
5.532,305.616666666667,43.1,2019-08-07,14
4.299,216.433333333333,38.2833333333333,2019-08-07,15
5.18299999999999,258.633333333333,38.05,2019-08-07,16
2.807,128.15,33.1666666666667,2019-08-07,17
0.272999999999996,13.3666666666667,31.3333333333333,2019-08-07,18
0.051,4.4,27.0333333333333,2019-08-08,5
1.67,86.6333333333333,30.4,2019-08-08,6
3.688,188.066666666667,35.8166666666667,2019-08-08,7
6.236,331.433333333333,41.5,2019-08-08,8
9.794,573.466666666667,48.85,2019-08-08,9
10.224,642.15,49.9333333333333,2019-08-08,10
8.746,527.983333333333,49.9,2019-08-08,11
10.872,681.016666666667,51.0333333333333,2019-08-08,12
9.129,528.783333333333,44.6333333333333,2019-08-08,13
6.67299999999999,346.7,36.4,2019-08-08,14
9.312,505.216666666667,40.2333333333333,2019-08-08,15
2.86,138.716666666667,32.5166666666667,2019-08-08,16
0.349000000000004,18.5,28.1,2019-08-08,17
0.00499999999999545,0.366666666666667,27.0,2019-08-08,18
0.0,0.283333333333333,26.65,2019-08-09,5
0.26,16.15,27.3333333333333,2019-08-09,6
1.693,79.55,28.2833333333333,2019-08-09,7
3.016,144.883333333333,30.0166666666667,2019-08-09,8
5.655,297.966666666667,34.3333333333333,2019-08-09,9
5.05,240.666666666667,32.1666666666667,2019-08-09,10
4.927,219.416666666667,30.9166666666667,2019-08-09,11
4.623,219.916666666667,35.7666666666667,2019-08-09,12
5.42,266.666666666667,36.3166666666667,2019-08-09,13
6.237,312.85,39.2,2019-08-09,14
4.379,213.35,36.8833333333333,2019-08-09,15
3.92599999999999,191.266666666667,34.7,2019-08-09,16
1.146,62.7166666666667,32.9666666666667,2019-08-09,17
0.0820000000000007,5.45,29.6833333333333,2019-08-09,18
0.0,0.466666666666667,29.0,2019-08-10,5
0.116,10.8666666666667,29.9,2019-08-10,6
0.847,46.25,30.6,2019-08-10,7
2.594,127.5,32.3666666666667,2019-08-10,8
5.253,262.7,35.3166666666667,2019-08-10,9
4.905,245.85,35.7166666666667,2019-08-10,10
3.606,178.783333333333,33.1666666666667,2019-08-10,11
8.056,446.2,37.6333333333333,2019-08-10,12
8.993,506.666666666667,40.5166666666667,2019-08-10,13
5.048,253.733333333333,36.6666666666667,2019-08-10,14
5.563,283.116666666667,38.0333333333333,2019-08-10,15
3.422,174.016666666667,35.8,2019-08-10,16
1.446,77.2,33.3833333333333,2019-08-10,17
0.0839999999999961,5.5,30.3833333333333,2019-08-10,18
0.0,0.716666666666667,27.4166666666667,2019-08-11,5
0.138,9.76666666666667,28.25,2019-08-11,6
1.047,53.2833333333333,30.05,2019-08-11,7
2.29,109.366666666667,31.3666666666667,2019-08-11,8
4.29,210.283333333333,34.8,2019-08-11,9
2.834,131.75,32.2333333333333,2019-08-11,10
3.625,170.616666666667,31.9166666666667,2019-08-11,11
5.538,276.616666666667,33.85,2019-08-11,12
7.041,368.833333333333,37.6,2019-08-11,13
7.349,393.666666666667,39.3,2019-08-11,14
5.754,301.466666666667,38.1833333333333,2019-08-11,15
3.518,177.333333333333,35.0,2019-08-11,16
1.76,88.8833333333333,32.95,2019-08-11,17
0.886,45.48333333333331,30.00833333333335,2019-08-11,18
0.012,2.08333333333333,27.0666666666667,2019-08-12,5
0.323,18.7666666666667,28.0,2019-08-12,6
1.015,50.65,29.05,2019-08-12,7
0.883,46.1833333333333,29.9166666666667,2019-08-12,8
1.22,55.9166666666667,29.2666666666667,2019-08-12,9
1.144,54.3666666666667,29.5666666666667,2019-08-12,10
0.798,39.1666666666667,27.6333333333333,2019-08-12,11
